DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
09/29/2016,16:05,BROOKLYN,11216,40.686634,-73.94691,"(40.686634, -73.94691)",,,472       GATES AVENUE                  ,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,3530043,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,16:00,QUEENS,11434,40.690685,-73.78161,"(40.690685, -73.78161)",168 STREET                      ,LINDEN BOULEVARD,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,3530592,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
09/29/2016,0:10,,,40.708187,-73.96726,"(40.708187, -73.96726)",WYTHE AVENUE                    ,,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,3529522,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
09/29/2016,0:01,,,40.7136,-74.0091,"(40.7136, -74.0091)",NORTH CONDUIT AVENUE            ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529072,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,0:01,,,40.806343,-73.93318,"(40.806343, -73.93318)",HARLEM RIVER DRIVE              ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,3529561,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,,
09/29/2016,0:01,BROOKLYN,11217,40.681683,-73.97691,"(40.681683, -73.97691)",,,46        5 AVENUE                      ,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3529484,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
09/29/2016,0:00,,,40.726376,-73.76624,"(40.726376, -73.76624)",GRAND CENTRAL PARKWAY           ,FRANCIS LEWIS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3529313,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,0:00,,,40.882393,-73.83623,"(40.882393, -73.83623)",BOSTON ROAD                     ,BOLLER AVENUE,,1,0,0,0,0,0,1,0,Following Too Closely,Driver Inattention/Distraction,,,,3530184,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,0:00,BROOKLYN,11230,40.613277,-73.9717,"(40.613277, -73.9717)",EAST 3 STREET                   ,RYDER AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,3530200,PICK-UP TRUCK,PICK-UP TRUCK,,,
09/29/2016,0:00,BROOKLYN,11205,40.69133,-73.95177,"(40.69133, -73.95177)",DE KALB AVENUE                  ,NOSTRAND AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Other Vehicular,,,,3529593,TAXI,BICYCLE,,,
09/29/2016,0:00,BRONX,10462,40.838573,-73.850685,"(40.838573, -73.850685)",PARKER STREET                   ,SAINT RAYMOND AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,3533834,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,0:00,,,40.73292,-73.9822,"(40.73292, -73.9822)",EAST 16 STREET                  ,,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530223,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,0:00,,,40.583057,-73.973114,"(40.583057, -73.973114)",BELT PARKWAY                    ,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,3530531,SPORT UTILITY / STATION WAGON,TAXI,,,
09/29/2016,0:00,QUEENS,11427,40.722088,-73.75798,"(40.722088, -73.75798)",208 STREET                      ,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,3530438,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
09/29/2016,0:00,MANHATTAN,10019,40.7674,-73.98238,"(40.7674, -73.98238)",8 AVENUE                        ,WEST 58 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Turning Improperly,,,,3565261,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
09/29/2016,0:00,BROOKLYN,11216,40.685463,-73.9506,"(40.685463, -73.9506)",NOSTRAND AVENUE                 ,MONROE STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,3530045,SPORT UTILITY / STATION WAGON,,,,
09/29/2016,0:00,BROOKLYN,11206,40.704666,-73.93475,"(40.704666, -73.93475)",,,236       MOORE STREET                  ,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,3530013,SPORT UTILITY / STATION WAGON,,,,
